id,criteria,baseGameWins,freeGameWins,payoutMultiplier
276,freegame,0.0,7.36,7.36
277,freegame,0.0,61.08,61.08
278,freegame,0.0,149.44,149.44
279,freegame,0.0,34.25,34.25
280,freegame,0.0,353.61,353.61
281,freegame,0.0,4.27,4.27
282,freegame,0.0,107.75,107.75
283,freegame,0.0,107.14,107.14
284,freegame,0.0,3.39,3.39
285,freegame,0.0,146.34,146.34
286,freegame,0.0,36.7,36.7
287,freegame,0.0,307.27,307.27
288,freegame,0.0,215.59,215.59
289,freegame,0.0,274.71,274.71
290,freegame,0.0,109.23,109.23
291,freegame,0.0,106.61,106.61
292,freegame,0.0,169.97,169.97
293,freegame,0.0,21.85,21.85
294,freegame,0.0,47.81,47.81
295,freegame,0.0,15.97,15.97
296,freegame,0.0,273.89,273.89
297,freegame,0.0,97.02,97.02
298,freegame,0.0,21.42,21.42
299,freegame,0.0,111.36,111.36
300,freegame,0.0,148.12,148.12
301,freegame,0.0,216.9,216.9
302,freegame,0.0,7.4,7.4
303,freegame,0.0,4.83,4.83
304,freegame,0.0,0.1,0.1
305,freegame,0.0,25.82,25.82
306,freegame,0.0,93.12,93.12
307,freegame,0.0,39.44,39.44
308,freegame,0.0,149.68,149.68
309,freegame,0.0,7.49,7.49
310,freegame,0.0,208.6,208.6
311,freegame,0.0,28.22,28.22
312,freegame,0.0,2.42,2.42
313,freegame,0.0,1.08,1.08
314,freegame,0.0,51.69,51.69
315,freegame,0.0,1.38,1.38
316,freegame,0.0,11.29,11.29
317,freegame,0.0,54.16,54.16
318,freegame,0.0,43.9,43.9
319,freegame,0.0,113.96,113.96
320,freegame,0.0,175.11,175.11
321,freegame,0.0,24.08,24.08
322,freegame,0.0,259.3,259.3
323,freegame,0.0,0.76,0.76
324,freegame,0.0,84.53,84.53
325,freegame,0.0,222.67,222.67
326,freegame,0.0,0.16,0.16
327,freegame,0.0,143.68,143.68
328,freegame,0.0,146.42,146.42
329,freegame,0.0,34.13,34.13
330,freegame,0.0,201.59,201.59
331,freegame,0.0,102.47,102.47
332,freegame,0.0,7.57,7.57
333,freegame,0.0,169.98,169.98
334,freegame,0.0,344.31,344.31
335,freegame,0.0,0.81,0.81
336,freegame,0.0,13.78,13.78
337,freegame,0.0,67.97,67.97
338,freegame,0.0,0.02,0.02
339,freegame,0.0,164.55,164.55
340,freegame,0.0,0.04,0.04
341,freegame,0.0,34.04,34.04
342,freegame,0.0,16.42,16.42
343,freegame,0.0,34.39,34.39
344,freegame,0.0,5.37,5.37
345,freegame,0.0,29.94,29.94
346,freegame,0.0,45.21,45.21
347,freegame,0.0,220.58,220.58
348,freegame,0.0,125.19,125.19
349,freegame,0.0,24.59,24.59
350,freegame,0.0,392.77,392.77
351,freegame,0.0,33.91,33.91
352,freegame,0.0,0.15,0.15
353,freegame,0.0,247.59,247.59
354,freegame,0.0,100.82,100.82
355,freegame,0.0,20.76,20.76
356,freegame,0.0,0.17,0.17
357,freegame,0.0,25.12,25.12
358,freegame,0.0,14.12,14.12
359,freegame,0.0,21.93,21.93
360,freegame,0.0,261.88,261.88
361,freegame,0.0,175.08,175.08
362,freegame,0.0,2.13,2.13
363,freegame,0.0,0.61,0.61
364,freegame,0.0,182.28,182.28
365,freegame,0.0,21.02,21.02
366,freegame,0.0,377.11,377.11
367,freegame,0.0,271.04,271.04
368,freegame,0.0,200.79,200.79
369,freegame,0.0,2.3,2.3
370,freegame,0.0,64.2,64.2
371,freegame,0.0,253.51,253.51
372,freegame,0.0,53.18,53.18
373,freegame,0.0,4.37,4.37
374,freegame,0.0,285.51,285.51
375,freegame,0.0,236.04,236.04
376,freegame,0.0,2.97,2.97
377,freegame,0.0,156.18,156.18
378,freegame,0.0,223.09,223.09
379,freegame,0.0,53.9,53.9
380,freegame,0.0,0.22,0.22
381,freegame,0.0,0.37,0.37
382,freegame,0.0,48.74,48.74
383,freegame,0.0,294.6,294.6
384,freegame,0.0,48.27,48.27
385,freegame,0.0,0.07,0.07
386,freegame,0.0,190.05,190.05
387,freegame,0.0,31.96,31.96
388,freegame,0.0,35.01,35.01
389,freegame,0.0,99.1,99.1
390,freegame,0.0,0.01,0.01
391,freegame,0.0,34.02,34.02
392,freegame,0.0,63.22,63.22
393,freegame,0.0,51.81,51.81
394,freegame,0.0,0.14,0.14
395,freegame,0.0,0.55,0.55
396,freegame,0.0,77.71,77.71
397,freegame,0.0,15.6,15.6
398,freegame,0.0,231.26,231.26
399,freegame,0.0,29.39,29.39
400,freegame,0.0,200.97,200.97
401,freegame,0.0,0.19,0.19
402,freegame,0.0,249.75,249.75
403,freegame,0.0,91.52,91.52
404,freegame,0.0,21.38,21.38
405,freegame,0.0,159.6,159.6
406,freegame,0.0,2.07,2.07
407,freegame,0.0,280.77,280.77
408,freegame,0.0,98.38,98.38
409,freegame,0.0,2.86,2.86
410,freegame,0.0,258.19,258.19
411,freegame,0.0,44.36,44.36
412,freegame,0.0,15.36,15.36
413,freegame,0.0,0.03,0.03
414,freegame,0.0,129.67,129.67
415,freegame,0.0,81.63,81.63
416,freegame,0.0,43.68,43.68
417,freegame,0.0,0.54,0.54
418,freegame,0.0,24.66,24.66
419,freegame,0.0,23.54,23.54
420,freegame,0.0,91.58,91.58
421,freegame,0.0,25.56,25.56
422,freegame,0.0,227.46,227.46
423,freegame,0.0,1.27,1.27
424,freegame,0.0,9.1,9.1
425,freegame,0.0,7.77,7.77
426,freegame,0.0,171.1,171.1
427,freegame,0.0,33.27,33.27
428,freegame,0.0,113.08,113.08
429,freegame,0.0,3.2,3.2
430,freegame,0.0,311.48,311.48
431,freegame,0.0,0.26,0.26
432,freegame,0.0,9.16,9.16
433,freegame,0.0,120.79,120.79
434,freegame,0.0,17.72,17.72
435,freegame,0.0,199.01,199.01
436,freegame,0.0,48.85,48.85
437,freegame,0.0,100.74,100.74
438,freegame,0.0,69.08,69.08
439,freegame,0.0,126.66,126.66
440,freegame,0.0,5.2,5.2
441,freegame,0.0,76.94,76.94
442,freegame,0.0,292.27,292.27
443,freegame,0.0,0.63,0.63
444,freegame,0.0,54.07,54.07
445,freegame,0.0,51.55,51.55
446,freegame,0.0,0.34,0.34
447,freegame,0.0,4.08,4.08
448,freegame,0.0,6.22,6.22
449,freegame,0.0,32.61,32.61
450,freegame,0.0,353.39,353.39
451,freegame,0.0,173.77,173.77
452,freegame,0.0,29.81,29.81
453,freegame,0.0,0.1,0.1
454,freegame,0.0,204.44,204.44
455,freegame,0.0,101.41,101.41
456,freegame,0.0,233.85,233.85
457,freegame,0.0,209.63,209.63
458,freegame,0.0,306.04,306.04
459,freegame,0.0,236.22,236.22
460,freegame,0.0,141.02,141.02
461,freegame,0.0,275.15,275.15
462,freegame,0.0,99.12,99.12
463,freegame,0.0,1.69,1.69
464,freegame,0.0,7.77,7.77
465,freegame,0.0,0.74,0.74
466,freegame,0.0,6.9,6.9
467,freegame,0.0,106.82,106.82
468,freegame,0.0,0.0,0.0
469,freegame,0.0,0.0,0.0
470,freegame,0.0,30.29,30.29
471,freegame,0.0,19.8,19.8
472,freegame,0.0,1.01,1.01
473,freegame,0.0,117.23,117.23
474,freegame,0.0,7.34,7.34
475,freegame,0.0,64.28,64.28
476,freegame,0.0,60.75,60.75
477,freegame,0.0,0.32,0.32
478,freegame,0.0,63.67,63.67
479,freegame,0.0,47.62,47.62
480,freegame,0.0,152.78,152.78
481,freegame,0.0,0.02,0.02
482,freegame,0.0,387.7,387.7
483,freegame,0.0,147.95,147.95
484,freegame,0.0,128.6,128.6
485,freegame,0.0,332.26,332.26
486,freegame,0.0,0.12,0.12
487,freegame,0.0,0.58,0.58
488,freegame,0.0,266.48,266.48
489,freegame,0.0,362.65,362.65
490,freegame,0.0,10.18,10.18
491,freegame,0.0,0.0,0.0
492,freegame,0.0,156.27,156.27
493,freegame,0.0,0.28,0.28
494,freegame,0.0,16.45,16.45
495,freegame,0.0,0.01,0.01
496,freegame,0.0,26.17,26.17
497,freegame,0.0,1.04,1.04
498,freegame,0.0,199.2,199.2
499,freegame,0.0,214.46,214.46
500,freegame,0.0,15.66,15.66
501,freegame,0.0,257.51,257.51
502,freegame,0.0,75.61,75.61
503,freegame,0.0,288.24,288.24
504,freegame,0.0,58.22,58.22
505,freegame,0.0,205.57,205.57
506,freegame,0.0,0.69,0.69
507,freegame,0.0,97.66,97.66
508,freegame,0.0,179.85,179.85
509,freegame,0.0,473.9,473.9
510,freegame,0.0,135.52,135.52
511,freegame,0.0,11.22,11.22
512,freegame,0.0,90.26,90.26
513,freegame,0.0,2.34,2.34
514,freegame,0.0,25.36,25.36
515,freegame,0.0,15.38,15.38
516,freegame,0.0,141.98,141.98
517,freegame,0.0,304.21,304.21
518,freegame,0.0,8.72,8.72
519,freegame,0.0,16.08,16.08
520,freegame,0.0,86.15,86.15
521,freegame,0.0,284.94,284.94
522,freegame,0.0,367.15,367.15
523,freegame,0.0,194.59,194.59
524,freegame,0.0,32.61,32.61
525,freegame,0.0,193.21,193.21
526,freegame,0.0,12.81,12.81
527,freegame,0.0,0.13,0.13
528,freegame,0.0,136.99,136.99
529,freegame,0.0,9.24,9.24
530,freegame,0.0,315.12,315.12
531,freegame,0.0,190.75,190.75
532,freegame,0.0,326.75,326.75
533,freegame,0.0,221.21,221.21
534,freegame,0.0,53.58,53.58
535,freegame,0.0,162.62,162.62
536,freegame,0.0,1.47,1.47
537,freegame,0.0,23.36,23.36
538,freegame,0.0,282.75,282.75
539,freegame,0.0,0.01,0.01
540,freegame,0.0,2.19,2.19
541,freegame,0.0,67.33,67.33
542,freegame,0.0,32.17,32.17
543,freegame,0.0,235.93,235.93
544,freegame,0.0,35.68,35.68
545,freegame,0.0,102.65,102.65
546,freegame,0.0,126.48,126.48
547,freegame,0.0,253.58,253.58
548,freegame,0.0,25.66,25.66
549,freegame,0.0,279.76,279.76
550,freegame,0.0,0.13,0.13
551,freegame,0.0,241.59,241.59
552,freegame,0.0,0.58,0.58
553,freegame,0.0,291.02,291.02
554,freegame,0.0,0.26,0.26
555,freegame,0.0,33.91,33.91
556,freegame,0.0,101.04,101.04
557,freegame,0.0,41.4,41.4
558,freegame,0.0,333.07,333.07
559,freegame,0.0,105.43,105.43
560,freegame,0.0,0.79,0.79
561,freegame,0.0,191.83,191.83
562,freegame,0.0,54.62,54.62
563,freegame,0.0,44.32,44.32
564,freegame,0.0,0.11,0.11
565,freegame,0.0,313.04,313.04
566,freegame,0.0,7.21,7.21
567,freegame,0.0,124.16,124.16
568,freegame,0.0,0.38,0.38
569,freegame,0.0,169.14,169.14
570,freegame,0.0,79.17,79.17
571,freegame,0.0,273.28,273.28
572,freegame,0.0,37.75,37.75
573,freegame,0.0,0.21,0.21
574,freegame,0.0,0.6,0.6
575,freegame,0.0,143.84,143.84
576,freegame,0.0,212.52,212.52
577,freegame,0.0,248.7,248.7
578,freegame,0.0,155.35,155.35
579,freegame,0.0,191.89,191.89
580,freegame,0.0,201.19,201.19
581,freegame,0.0,35.63,35.63
582,freegame,0.0,337.65,337.65
583,freegame,0.0,13.98,13.98
584,freegame,0.0,18.65,18.65
585,freegame,0.0,98.21,98.21
586,freegame,0.0,90.11,90.11
587,freegame,0.0,247.48,247.48
588,freegame,0.0,2.89,2.89
589,freegame,0.0,167.88,167.88
590,freegame,0.0,70.62,70.62
591,freegame,0.0,15.52,15.52
592,freegame,0.0,1.09,1.09
593,freegame,0.0,77.86,77.86
594,freegame,0.0,26.7,26.7
595,freegame,0.0,3.06,3.06
596,freegame,0.0,79.11,79.11
597,freegame,0.0,12.4,12.4
598,freegame,0.0,23.07,23.07
599,freegame,0.0,0.34,0.34
600,freegame,0.0,136.14,136.14
601,freegame,0.0,0.06,0.06
602,freegame,0.0,15.42,15.42
603,freegame,0.0,87.94,87.94
604,freegame,0.0,4.96,4.96
605,freegame,0.0,13.7,13.7
606,freegame,0.0,0.93,0.93
607,freegame,0.0,2.65,2.65
608,freegame,0.0,187.95,187.95
609,freegame,0.0,62.27,62.27
610,freegame,0.0,113.73,113.73
611,freegame,0.0,283.6,283.6
612,freegame,0.0,13.69,13.69
613,freegame,0.0,53.52,53.52
614,freegame,0.0,140.27,140.27
615,freegame,0.0,3.58,3.58
616,freegame,0.0,137.82,137.82
617,freegame,0.0,91.59,91.59
618,freegame,0.0,156.94,156.94
619,freegame,0.0,13.47,13.47
620,freegame,0.0,1.68,1.68
621,freegame,0.0,2.27,2.27
622,freegame,0.0,106.46,106.46
623,freegame,0.0,29.95,29.95
624,freegame,0.0,344.53,344.53
625,freegame,0.0,268.63,268.63
626,freegame,0.0,74.88,74.88
627,freegame,0.0,108.22,108.22
628,freegame,0.0,73.31,73.31
629,freegame,0.0,69.41,69.41
630,freegame,0.0,56.99,56.99
631,freegame,0.0,5.16,5.16
632,freegame,0.0,46.64,46.64
633,freegame,0.0,75.78,75.78
634,freegame,0.0,244.66,244.66
635,freegame,0.0,6.72,6.72
636,freegame,0.0,6.96,6.96
637,freegame,0.0,1.54,1.54
638,freegame,0.0,2.1,2.1
639,freegame,0.0,81.18,81.18
640,freegame,0.0,222.37,222.37
641,freegame,0.0,106.69,106.69
642,freegame,0.0,48.78,48.78
643,freegame,0.0,297.02,297.02
644,freegame,0.0,253.57,253.57
645,freegame,0.0,223.74,223.74
646,freegame,0.0,292.24,292.24
647,freegame,0.0,26.35,26.35
648,freegame,0.0,133.9,133.9
649,freegame,0.0,7.04,7.04
650,freegame,0.0,8.72,8.72
651,freegame,0.0,0.1,0.1
652,freegame,0.0,2.47,2.47
653,freegame,0.0,256.38,256.38
654,freegame,0.0,149.02,149.02
655,freegame,0.0,6.8,6.8
656,freegame,0.0,3.21,3.21
657,freegame,0.0,47.93,47.93
658,freegame,0.0,2.8,2.8
659,freegame,0.0,234.82,234.82
660,freegame,0.0,6.33,6.33
661,freegame,0.0,241.19,241.19
662,freegame,0.0,55.98,55.98
663,freegame,0.0,13.13,13.13
664,freegame,0.0,301.68,301.68
665,freegame,0.0,47.57,47.57
666,freegame,0.0,275.87,275.87
667,freegame,0.0,92.37,92.37
668,freegame,0.0,142.75,142.75
669,freegame,0.0,260.47,260.47
670,freegame,0.0,348.99,348.99
671,freegame,0.0,32.78,32.78
672,freegame,0.0,102.86,102.86
673,freegame,0.0,110.33,110.33
674,freegame,0.0,168.85,168.85
675,freegame,0.0,29.08,29.08
676,freegame,0.0,0.02,0.02
677,freegame,0.0,26.01,26.01
678,freegame,0.0,7.56,7.56
679,freegame,0.0,11.43,11.43
680,freegame,0.0,1.61,1.61
681,freegame,0.0,124.2,124.2
682,freegame,0.0,0.13,0.13
683,freegame,0.0,154.62,154.62
684,freegame,0.0,412.21,412.21
685,freegame,0.0,0.45,0.45
686,freegame,0.0,149.02,149.02
687,freegame,0.0,3.21,3.21
688,freegame,0.0,2.44,2.44
689,freegame,0.0,36.11,36.11
690,freegame,0.0,143.03,143.03
691,freegame,0.0,217.97,217.97
692,freegame,0.0,16.72,16.72
693,freegame,0.0,3.94,3.94
694,freegame,0.0,6.91,6.91
695,freegame,0.0,3.3,3.3
696,freegame,0.0,0.59,0.59
697,freegame,0.0,2.4,2.4
698,freegame,0.0,64.25,64.25
699,freegame,0.0,25.99,25.99
700,freegame,0.0,307.13,307.13
701,freegame,0.0,265.2,265.2
702,freegame,0.0,5.28,5.28
703,freegame,0.0,34.75,34.75
704,freegame,0.0,101.69,101.69
705,freegame,0.0,183.2,183.2
706,freegame,0.0,0.46,0.46
707,freegame,0.0,9.24,9.24
708,freegame,0.0,0.06,0.06
709,freegame,0.0,27.47,27.47
710,freegame,0.0,27.21,27.21
711,freegame,0.0,74.94,74.94
712,freegame,0.0,197.52,197.52
713,freegame,0.0,0.02,0.02
714,freegame,0.0,307.62,307.62
715,freegame,0.0,4.0,4.0
716,freegame,0.0,28.4,28.4
717,freegame,0.0,1.03,1.03
718,freegame,0.0,4.9,4.9
719,freegame,0.0,171.39,171.39
720,freegame,0.0,2.58,2.58
721,freegame,0.0,418.61,418.61
722,freegame,0.0,116.87,116.87
723,freegame,0.0,44.4,44.4
724,freegame,0.0,70.76,70.76
725,freegame,0.0,16.58,16.58
726,freegame,0.0,0.35,0.35
727,freegame,0.0,269.6,269.6
728,freegame,0.0,121.04,121.04
729,freegame,0.0,11.33,11.33
730,freegame,0.0,237.36,237.36
731,freegame,0.0,23.12,23.12
732,freegame,0.0,150.68,150.68
733,freegame,0.0,0.99,0.99
734,freegame,0.0,2.77,2.77
735,freegame,0.0,8.18,8.18
736,freegame,0.0,31.95,31.95
737,freegame,0.0,278.16,278.16
738,freegame,0.0,48.19,48.19
739,freegame,0.0,11.6,11.6
740,freegame,0.0,169.97,169.97
741,freegame,0.0,1.56,1.56
742,freegame,0.0,1.86,1.86
743,freegame,0.0,158.69,158.69
744,freegame,0.0,3.47,3.47
745,freegame,0.0,50.83,50.83
746,freegame,0.0,239.69,239.69
747,freegame,0.0,288.39,288.39
748,freegame,0.0,60.0,60.0
749,freegame,0.0,2.12,2.12
750,freegame,0.0,18.08,18.08
751,freegame,0.0,266.13,266.13
752,freegame,0.0,7.86,7.86
753,freegame,0.0,154.6,154.6
754,freegame,0.0,18.33,18.33
755,freegame,0.0,2.24,2.24
756,freegame,0.0,25.61,25.61
757,freegame,0.0,124.91,124.91
758,freegame,0.0,173.35,173.35
759,freegame,0.0,6.56,6.56
760,freegame,0.0,87.63,87.63
761,freegame,0.0,184.63,184.63
762,freegame,0.0,175.22,175.22
763,freegame,0.0,122.14,122.14
764,freegame,0.0,38.19,38.19
765,freegame,0.0,25.07,25.07
766,freegame,0.0,116.91,116.91
767,freegame,0.0,0.11,0.11
768,freegame,0.0,105.84,105.84
769,freegame,0.0,159.22,159.22
770,freegame,0.0,0.02,0.02
771,freegame,0.0,113.39,113.39
772,freegame,0.0,0.01,0.01
773,freegame,0.0,196.59,196.59
774,freegame,0.0,109.82,109.82
