id,probability,payoutMultiplier
228,1000000,0.0
229,1000000,0.0
230,1000000,0.0
231,1000000,0.0
232,1000000,1.03
233,1000000,0.0
234,1000000,0.0
235,1000000,0.0
236,1000000,0.0
237,1000000,0.0
238,1000000,0.0
239,1000000,0.0
240,1000000,0.0
241,1000000,0.0
242,1000000,0.0
243,1000000,0.0
244,1000000,0.0
245,1000000,0.0
246,1000000,0.0
247,1000000,0.0
248,1000000,0.0
249,1000000,0.0
250,1000000,0.0
251,1000000,8.51
252,1000000,0.0
253,1000000,0.0
254,1000000,0.33
255,1000000,0.0
256,1000000,0.09
257,1000000,0.0
258,1000000,1.41
259,1000000,0.0
260,1000000,0.0
261,1000000,14.95
262,1000000,0.0
263,1000000,0.84
264,1000000,0.0
265,1000000,0.0
266,1000000,0.0
267,1000000,0.0
268,1000000,0.0
269,1000000,0.0
270,1000000,0.45
271,1000000,0.0
272,1000000,0.0
273,1000000,0.11
274,1000000,0.51
275,1000000,4.87
276,1000000,1.4
277,1000000,0.0
278,1000000,0.0
279,1000000,0.0
280,1000000,0.93
281,1000000,0.0
282,1000000,0.0
283,1000000,0.0
284,1000000,0.0
285,1000000,0.1
286,1000000,0.7
287,1000000,0.23
288,1000000,0.14
289,1000000,0.98
290,1000000,0.0
291,1000000,0.0
292,1000000,0.0
293,1000000,1.86
294,1000000,0.0
295,1000000,0.0
296,1000000,68.63
297,1000000,0.0
298,1000000,0.0
299,1000000,0.0
300,1000000,0.0
301,1000000,0.0
302,1000000,0.0
303,1000000,0.28
304,1000000,0.0
305,1000000,0.0
306,1000000,0.0
307,1000000,0.0
308,1000000,0.0
309,1000000,0.0
310,1000000,11.25
311,1000000,0.0
312,1000000,0.0
313,1000000,0.0
314,1000000,0.0
315,1000000,0.0
316,1000000,0.0
317,1000000,44.27
318,1000000,0.0
319,1000000,4.09
320,1000000,0.0
321,1000000,0.0
322,1000000,0.0
323,1000000,0.0
324,1000000,0.0
325,1000000,0.0
326,1000000,0.0
327,1000000,0.0
328,1000000,0.51
329,1000000,0.0
330,1000000,0.0
331,1000000,0.0
332,1000000,0.0
333,1000000,1.21
334,1000000,0.0
335,1000000,0.0
336,1000000,0.28
337,1000000,2.52
338,1000000,0.0
339,1000000,0.0
340,1000000,0.31
341,1000000,0.0
342,1000000,0.0
343,1000000,0.28
344,1000000,0.0
345,1000000,0.93
346,1000000,0.0
347,1000000,0.0
348,1000000,0.0
349,1000000,1.77
350,1000000,5.39
351,1000000,0.0
352,1000000,0.0
353,1000000,0.65
354,1000000,0.17
355,1000000,0.0
356,1000000,0.0
357,1000000,0.0
358,1000000,0.09
359,1000000,0.0
360,1000000,0.0
361,1000000,0.0
362,1000000,0.56
363,1000000,0.0
364,1000000,0.0
365,1000000,0.09
366,1000000,7.91
367,1000000,5.58
368,1000000,0.0
369,1000000,0.0
370,1000000,0.0
371,1000000,0.0
372,1000000,0.0
373,1000000,0.71
374,1000000,0.98
375,1000000,0.0
376,1000000,0.0
377,1000000,0.0
378,1000000,4.37
379,1000000,0.0
380,1000000,0.0
381,1000000,0.0
382,1000000,0.0
383,1000000,8.21
384,1000000,0.0
385,1000000,0.0
386,1000000,0.0
387,1000000,0.0
388,1000000,0.0
389,1000000,0.0
390,1000000,0.0
391,1000000,0.0
392,1000000,0.0
393,1000000,1.89
394,1000000,0.0
395,1000000,2.75
396,1000000,0.22
397,1000000,0.0
398,1000000,0.0
399,1000000,0.0
400,1000000,1.26
401,1000000,0.0
402,1000000,0.11
403,1000000,2.98
404,1000000,0.0
405,1000000,0.0
406,1000000,4.45
407,1000000,0.0
408,1000000,0.0
409,1000000,0.0
410,1000000,4.56
411,1000000,0.0
412,1000000,0.0
413,1000000,0.0
414,1000000,0.0
415,1000000,0.0
416,1000000,0.0
417,1000000,0.0
418,1000000,0.0
419,1000000,0.47
420,1000000,0.0
421,1000000,0.0
422,1000000,0.0
423,1000000,0.11
424,1000000,0.0
425,1000000,0.0
426,1000000,0.0
427,1000000,0.0
428,1000000,0.0
429,1000000,0.83
430,1000000,0.42
431,1000000,0.0
432,1000000,0.0
433,1000000,0.0
434,1000000,0.0
435,1000000,2.03
436,1000000,0.09
437,1000000,0.0
438,1000000,0.0
439,1000000,0.0
440,1000000,0.0
441,1000000,0.0
442,1000000,0.0
443,1000000,0.09
444,1000000,0.0
445,1000000,0.0
446,1000000,0.0
447,1000000,0.0
448,1000000,0.0
449,1000000,0.0
450,1000000,0.0
451,1000000,0.0
452,1000000,0.51
453,1000000,0.0
454,1000000,0.0
455,1000000,0.0
456,1000000,0.0
457,1000000,0.0
458,1000000,0.0
459,1000000,0.0
460,1000000,0.23
461,1000000,0.0
462,1000000,0.0
463,1000000,0.0
464,1000000,0.0
465,1000000,0.0
466,1000000,0.0
467,1000000,0.09
468,1000000,0.0
469,1000000,0.17
470,1000000,0.0
471,1000000,0.19
472,1000000,0.35
473,1000000,0.0
474,1000000,0.56
475,1000000,0.0
476,1000000,0.0
477,1000000,0.0
478,1000000,0.0
479,1000000,0.11
480,1000000,0.0
481,1000000,0.0
482,1000000,0.0
483,1000000,0.0
484,1000000,0.0
485,1000000,0.14
486,1000000,0.0
487,1000000,0.0
488,1000000,0.35
489,1000000,0.0
490,1000000,0.0
491,1000000,0.0
492,1000000,0.98
493,1000000,0.09
494,1000000,14.88
495,1000000,0.0
496,1000000,0.0
497,1000000,0.0
498,1000000,0.6
499,1000000,0.0
500,1000000,0.0
501,1000000,0.0
502,1000000,0.0
503,1000000,0.0
504,1000000,0.0
505,1000000,0.0
506,1000000,0.0
507,1000000,0.0
508,1000000,0.0
509,1000000,0.33
510,1000000,0.0
511,1000000,0.0
512,1000000,0.0
513,1000000,0.0
514,1000000,0.0
515,1000000,0.28
516,1000000,0.0
517,1000000,0.0
518,1000000,0.0
519,1000000,0.0
520,1000000,0.0
521,1000000,0.35
522,1000000,0.0
523,1000000,0.33
524,1000000,0.17
525,1000000,0.0
526,1000000,0.93
527,1000000,0.0
528,1000000,0.0
529,1000000,0.0
530,1000000,0.0
531,1000000,0.0
532,1000000,0.0
533,1000000,0.0
534,1000000,0.09
535,1000000,0.65
536,1000000,0.0
537,1000000,12.28
538,1000000,11.54
539,1000000,0.0
540,1000000,7.3
541,1000000,0.0
542,1000000,0.0
543,1000000,0.0
544,1000000,0.0
545,1000000,0.0
546,1000000,0.0
547,1000000,1.9
548,1000000,0.0
549,1000000,0.0
550,1000000,0.0
551,1000000,0.0
552,1000000,0.0
553,1000000,0.0
554,1000000,0.79
555,1000000,0.0
556,1000000,0.28
557,1000000,0.0
558,1000000,0.0
559,1000000,0.0
560,1000000,0.09
561,1000000,1.96
562,1000000,0.0
563,1000000,0.56
564,1000000,0.0
565,1000000,0.0
566,1000000,0.0
567,1000000,0.0
568,1000000,0.0
569,1000000,1.45
570,1000000,0.0
571,1000000,0.0
572,1000000,0.14
573,1000000,0.0
574,1000000,0.0
575,1000000,0.0
576,1000000,0.0
577,1000000,0.17
578,1000000,0.0
579,1000000,0.0
580,1000000,0.0
581,1000000,0.0
582,1000000,9.6
583,1000000,0.0
584,1000000,0.0
585,1000000,0.0
586,1000000,0.0
587,1000000,0.56
588,1000000,0.0
589,1000000,3.35
590,1000000,2.42
591,1000000,0.0
592,1000000,0.14
593,1000000,0.56
594,1000000,0.14
595,1000000,0.0
596,1000000,0.0
597,1000000,0.0
598,1000000,0.0
599,1000000,3.35
600,1000000,0.0
601,1000000,0.0
602,1000000,0.0
603,1000000,0.0
604,1000000,0.0
605,1000000,1.34
606,1000000,0.0
607,1000000,0.0
608,1000000,0.0
609,1000000,0.0
610,1000000,0.0
611,1000000,0.0
612,1000000,0.0
613,1000000,0.0
614,1000000,0.0
615,1000000,0.0
616,1000000,0.0
617,1000000,0.0
618,1000000,0.0
619,1000000,0.0
620,1000000,0.0
621,1000000,0.19
622,1000000,0.23
623,1000000,0.0
624,1000000,0.0
625,1000000,0.24
626,1000000,0.0
627,1000000,0.33
628,1000000,0.0
629,1000000,0.0
630,1000000,0.56
631,1000000,0.0
632,1000000,2.12
633,1000000,0.0
634,1000000,0.28
635,1000000,0.0
636,1000000,0.0
637,1000000,0.0
638,1000000,0.17
639,1000000,5.11
640,1000000,0.0
641,1000000,0.42
642,1000000,0.74
643,1000000,0.0
644,1000000,0.89
645,1000000,0.0
646,1000000,0.0
647,1000000,0.0
648,1000000,0.0
649,1000000,0.0
650,1000000,0.0
651,1000000,0.69
652,1000000,0.0
653,1000000,1.0
654,1000000,0.56
655,1000000,0.0
656,1000000,0.0
657,1000000,0.0
658,1000000,0.0
659,1000000,0.0
660,1000000,0.0
661,1000000,0.0
662,1000000,0.33
663,1000000,19.99
664,1000000,0.0
665,1000000,2.51
666,1000000,0.11
667,1000000,0.0
668,1000000,0.0
669,1000000,0.0
670,1000000,0.0
671,1000000,5.1
672,1000000,0.0
673,1000000,0.0
674,1000000,0.19
675,1000000,0.0
676,1000000,0.0
677,1000000,1.77
678,1000000,0.0
679,1000000,0.0
680,1000000,0.0
681,1000000,0.0
682,1000000,0.0
683,1000000,0.0
684,1000000,0.0
685,1000000,0.0
686,1000000,1.49
687,1000000,0.0
688,1000000,0.0
689,1000000,0.0
690,1000000,0.0
691,1000000,0.35
692,1000000,0.0
693,1000000,0.0
694,1000000,0.0
695,1000000,2.1
696,1000000,0.0
697,1000000,0.0
698,1000000,0.0
699,1000000,1.49
700,1000000,0.0
701,1000000,0.0
702,1000000,0.0
703,1000000,0.44
704,1000000,0.09
705,1000000,0.28
706,1000000,0.0
707,1000000,0.0
708,1000000,0.0
709,1000000,0.0
710,1000000,0.0
711,1000000,0.28
712,1000000,0.0
713,1000000,0.0
714,1000000,1.75
715,1000000,0.0
716,1000000,0.0
717,1000000,0.0
718,1000000,0.0
719,1000000,0.0
720,1000000,0.0
721,1000000,0.56
722,1000000,0.0
723,1000000,0.09
724,1000000,0.0
725,1000000,3.72
726,1000000,0.0
727,1000000,0.0
728,1000000,0.0
729,1000000,0.0
730,1000000,0.19
731,1000000,0.0
732,1000000,0.0
733,1000000,0.0
734,1000000,0.0
735,1000000,0.0
736,1000000,0.09
737,1000000,0.0
738,1000000,0.0
739,1000000,0.0
740,1000000,0.0
741,1000000,0.79
742,1000000,0.0
743,1000000,0.0
744,1000000,0.0
745,1000000,1.55
746,1000000,0.0
747,1000000,0.14
748,1000000,0.0
749,1000000,0.0
750,1000000,0.0
751,1000000,0.0
752,1000000,0.0
753,1000000,0.0
754,1000000,0.0
755,1000000,1.91
756,1000000,0.0
757,1000000,0.0
758,1000000,0.0
759,1000000,0.0
760,1000000,0.0
761,1000000,2.79
762,1000000,1.95
763,1000000,0.0
764,1000000,0.0
765,1000000,0.0
766,1000000,0.0
767,1000000,0.33
768,1000000,0.09
769,1000000,0.17
770,1000000,0.0
771,1000000,4.09
772,1000000,0.56
773,1000000,0.0
774,1000000,32.27
775,1000000,0.0
776,1000000,0.0
777,1000000,8.64
778,1000000,0.0
779,1000000,0.0
780,1000000,1.86
781,1000000,0.0
782,1000000,5.02
783,1000000,0.0
784,1000000,0.0
785,1000000,0.0
786,1000000,0.0
787,1000000,0.0
788,1000000,0.0
789,1000000,0.0
790,1000000,0.0
791,1000000,0.0
792,1000000,0.0
793,1000000,1.4
794,1000000,0.84
795,1000000,0.39
796,1000000,0.0
797,1000000,0.0
798,1000000,0.0
799,1000000,0.0
800,1000000,0.0
801,1000000,0.0
802,1000000,0.0
803,1000000,0.0
804,1000000,1.67
805,1000000,0.0
806,1000000,0.0
807,1000000,0.28
808,1000000,0.0
809,1000000,0.0
810,1000000,0.19
811,1000000,0.0
812,1000000,0.0
813,1000000,0.14
814,1000000,0.23
815,1000000,0.47
816,1000000,0.0
817,1000000,0.0
818,1000000,0.93
819,1000000,1.97
820,1000000,0.09
821,1000000,0.84
822,1000000,0.0
823,1000000,0.0
824,1000000,0.0
825,1000000,0.14
826,1000000,0.0
827,1000000,0.0
828,1000000,0.0
829,1000000,0.0
830,1000000,0.0
831,1000000,1.38
832,1000000,0.0
833,1000000,13.12
834,1000000,0.0
835,1000000,0.0
836,1000000,2.85
837,1000000,0.0
838,1000000,0.0
839,1000000,0.35
840,1000000,0.0
841,1000000,1.21
842,1000000,0.0
843,1000000,0.0
844,1000000,1.19
845,1000000,36.46
846,1000000,0.47
847,1000000,0.0
848,1000000,0.0
849,1000000,0.0
850,1000000,0.0
851,1000000,0.14
852,1000000,0.0
853,1000000,0.28
854,1000000,0.0
855,1000000,0.74
856,1000000,0.0
857,1000000,0.0
858,1000000,0.0
859,1000000,0.2
860,1000000,0.0
861,1000000,0.0
862,1000000,0.0
863,1000000,0.0
864,1000000,0.09
865,1000000,0.0
866,1000000,0.0
867,1000000,0.0
868,1000000,0.0
869,1000000,1.21
870,1000000,0.0
871,1000000,0.0
872,1000000,0.0
873,1000000,0.0
874,1000000,0.0
875,1000000,0.0
876,1000000,3.26
877,1000000,0.0
878,1000000,0.0
879,1000000,0.0
880,1000000,0.0
881,1000000,0.0
882,1000000,0.0
883,1000000,0.0
884,1000000,0.0
885,1000000,0.74
886,1000000,0.0
887,1000000,0.0
888,1000000,0.0
889,1000000,0.17
890,1000000,0.0
891,1000000,0.17
892,1000000,0.74
893,1000000,3.56
894,1000000,0.73
895,1000000,0.0
896,1000000,0.0
897,1000000,0.37
898,1000000,0.19
899,1000000,0.0
900,1000000,0.04
901,1000000,1.68
902,1000000,0.09
903,1000000,0.0
904,1000000,4.28
905,1000000,0.0
906,1000000,0.0
907,1000000,0.0
908,1000000,35.35
909,1000000,0.17
910,1000000,0.0
911,1000000,0.0
912,1000000,5.05
913,1000000,13.2
914,1000000,0.0
915,1000000,0.0
916,1000000,0.0
917,1000000,0.0
918,1000000,0.0
919,1000000,0.0
920,1000000,0.0
921,1000000,1.67
922,1000000,0.14
923,1000000,0.33
924,1000000,0.0
925,1000000,0.47
926,1000000,14.88
927,1000000,0.5
928,1000000,0.0
929,1000000,0.0
930,1000000,0.0
931,1000000,0.54
932,1000000,0.0
933,1000000,0.0
934,1000000,1.4
935,1000000,0.0
936,1000000,0.0
937,1000000,0.0
938,1000000,0.0
939,1000000,0.0
940,1000000,0.0
941,1000000,0.09
942,1000000,0.0
943,1000000,0.0
944,1000000,1.31
945,1000000,0.0
946,1000000,4.55
947,1000000,0.0
948,1000000,0.0
949,1000000,0.0
950,1000000,0.0
951,1000000,0.0
952,1000000,46.0
953,1000000,0.0
954,1000000,0.0
955,1000000,0.0
956,1000000,0.28
957,1000000,0.0
958,1000000,0.14
959,1000000,0.0
960,1000000,0.0
961,1000000,0.0
962,1000000,0.0
963,1000000,0.0
964,1000000,0.0
965,1000000,0.0
966,1000000,2.68
967,1000000,0.0
968,1000000,0.57
969,1000000,0.0
970,1000000,0.0
971,1000000,0.0
972,1000000,0.0
973,1000000,0.0
974,1000000,0.14
975,1000000,0.0
976,1000000,0.0
977,1000000,0.45
978,1000000,0.0
979,1000000,0.0
980,1000000,0.0
981,1000000,0.28
982,1000000,0.0
983,1000000,0.0
984,1000000,0.0
985,1000000,0.0
986,1000000,0.35
987,1000000,0.0
988,1000000,0.0
989,1000000,0.04
990,1000000,2.33
991,1000000,0.42
992,1000000,0.47
993,1000000,0.0
994,1000000,0.45
995,1000000,0.0
996,1000000,0.0
997,1000000,0.0
998,1000000,0.74
999,1000000,0.0
1000,1000000,0.22
1001,1000000,5.02
1002,1000000,0.0
1003,1000000,0.0
1004,1000000,0.0
1005,1000000,0.0
1006,1000000,2.98
1007,1000000,0.0
1008,1000000,0.0
1009,1000000,0.49
1010,1000000,0.0
1011,1000000,0.0
1012,1000000,0.42
1013,1000000,0.0
1014,1000000,0.0
1015,1000000,0.36
1016,1000000,21.23
1017,1000000,0.0
1018,1000000,0.0
1019,1000000,0.0
1020,1000000,2.51
1021,1000000,0.0
1022,1000000,1.11
1023,1000000,0.35
1024,1000000,0.0
1025,1000000,1.31
1026,1000000,3.18
1027,1000000,0.0
1028,1000000,2.98
1029,1000000,0.0
1030,1000000,5.71
1031,1000000,0.0
1032,1000000,0.0
1033,1000000,0.0
1034,1000000,0.0
1035,1000000,0.37
1036,1000000,3.08
1037,1000000,0.0
1038,1000000,0.0
1039,1000000,0.0
1040,1000000,0.0
1041,1000000,9.75
1042,1000000,0.0
1043,1000000,0.6
1044,1000000,0.0
1045,1000000,0.0
1046,1000000,0.0
1047,1000000,0.0
1048,1000000,0.0
1049,1000000,0.0
1050,1000000,1.08
1051,1000000,0.0
1052,1000000,0.93
1053,1000000,0.0
1054,1000000,0.0
1055,1000000,0.0
1056,1000000,1.77
1057,1000000,0.0
1058,1000000,0.0
1059,1000000,0.09
1060,1000000,0.0
1061,1000000,0.0
1062,1000000,0.0
1063,1000000,0.0
1064,1000000,0.0
1065,1000000,0.0
1066,1000000,27.5
1067,1000000,0.0
1068,1000000,0.28
1069,1000000,0.0
1070,1000000,0.0
1071,1000000,0.0
1072,1000000,0.0
1073,1000000,0.0
1074,1000000,0.0
1075,1000000,0.33
1076,1000000,0.0
1077,1000000,0.35
1078,1000000,0.11
1079,1000000,0.0
1080,1000000,0.09
1081,1000000,0.0
1082,1000000,2.98
1083,1000000,0.09
1084,1000000,0.0
1085,1000000,0.0
1086,1000000,1.31
1087,1000000,0.14
1088,1000000,0.0
1089,1000000,0.0
1090,1000000,0.0
1091,1000000,0.0
1092,1000000,0.0
1093,1000000,0.35
1094,1000000,0.0
1095,1000000,0.56
1096,1000000,0.0
1097,1000000,0.19
1098,1000000,0.0
1099,1000000,0.6
1100,1000000,0.14
1101,1000000,0.0
1102,1000000,0.0
1103,1000000,0.11
1104,1000000,0.0
1105,1000000,0.0
1106,1000000,0.0
1107,1000000,0.0
1108,1000000,0.0
1109,1000000,0.0
1110,1000000,0.0
1111,1000000,0.0
1112,1000000,0.0
1113,1000000,0.0
1114,1000000,0.0
1115,1000000,0.0
1116,1000000,2.23
1117,1000000,0.0
1118,1000000,3.35
1119,1000000,2.51
1120,1000000,0.0
1121,1000000,2.79
1122,1000000,0.0
1123,1000000,0.0
1124,1000000,0.0
1125,1000000,2.35
1126,1000000,0.19
1127,1000000,0.0
1128,1000000,1.78
1129,1000000,0.0
1130,1000000,0.0
1131,1000000,0.59
1132,1000000,0.0
1133,1000000,0.0
1134,1000000,0.0
1135,1000000,1.86
1136,1000000,0.0
1137,1000000,0.0
1138,1000000,0.0
1139,1000000,0.0
1140,1000000,0.09
1141,1000000,0.23
1142,1000000,0.0
1143,1000000,0.0
1144,1000000,0.0
1145,1000000,0.0
1146,1000000,0.09
1147,1000000,0.0
1148,1000000,0.0
1149,1000000,0.0
1150,1000000,0.0
1151,1000000,0.0
1152,1000000,0.74
1153,1000000,0.0
1154,1000000,8.7
1155,1000000,0.0
1156,1000000,0.0
1157,1000000,0.0
1158,1000000,0.23
1159,1000000,0.0
1160,1000000,0.23
1161,1000000,0.0
1162,1000000,1.49
1163,1000000,0.0
1164,1000000,0.09
1165,1000000,0.0
1166,1000000,0.19
1167,1000000,8.11
1168,1000000,0.0
1169,1000000,0.0
1170,1000000,0.56
1171,1000000,0.33
1172,1000000,0.0
1173,1000000,0.09
1174,1000000,0.0
1175,1000000,0.0
1176,1000000,0.0
1177,1000000,0.0
1178,1000000,0.58
1179,1000000,0.0
1180,1000000,0.0
1181,1000000,0.99
1182,1000000,0.0
1183,1000000,0.0
1184,1000000,2.51
1185,1000000,0.33
1186,1000000,1.55
1187,1000000,0.0
1188,1000000,0.0
1189,1000000,0.0
1190,1000000,0.0
1191,1000000,0.51
1192,1000000,0.0
1193,1000000,0.0
1194,1000000,0.0
1195,1000000,0.0
1196,1000000,0.0
1197,1000000,0.0
1198,1000000,0.0
1199,1000000,0.0
1200,1000000,0.0
1201,1000000,0.0
1202,1000000,0.0
1203,1000000,0.0
1204,1000000,0.0
1205,1000000,0.0
1206,1000000,0.0
1207,1000000,1.49
1208,1000000,0.37
1209,1000000,0.0
1210,1000000,25.31
1211,1000000,0.0
1212,1000000,0.0
1213,1000000,0.0
1214,1000000,0.0
1215,1000000,0.0
1216,1000000,0.0
1217,1000000,0.0
1218,1000000,0.0
1219,1000000,27.9
1220,1000000,0.0
1221,1000000,0.0
1222,1000000,0.0
1223,1000000,1.35
1224,1000000,0.0
1225,1000000,0.0
1226,1000000,0.0
1227,1000000,0.33
1228,1000000,0.0
1229,1000000,0.0
1230,1000000,0.0
1231,1000000,2.94
1232,1000000,0.0
1233,1167267,167.4
1234,1000000,0.0
1235,1000000,0.0
1236,1000000,0.0
1237,1000000,0.0
1238,1000000,0.0
1239,1000000,0.0
1240,1000000,0.0
1241,1000000,0.0
1242,1000000,0.0
1243,1000000,0.0
1244,1000000,58.31
1245,1000000,0.0
1246,1000000,2.98
1247,1000000,0.0
1248,1000000,5.21
1249,1000000,0.0
1250,1000000,0.0
1251,1000000,0.0
1252,1000000,0.0
1253,1000000,1.71
1254,1000000,0.0
1255,1000000,0.0
1256,1000000,0.0
1257,1000000,0.0
1258,1000000,0.6
1259,1000000,0.0
1260,1000000,0.0
1261,1000000,0.0
1262,1000000,0.0
1263,1000000,0.0
1264,1000000,0.0
1265,1000000,0.0
1266,1000000,0.0
1267,1000000,0.0
1268,1000000,0.0
1269,1000000,0.0
1270,1000000,0.0
1271,1000000,3.71
1272,1000000,0.0
1273,1000000,0.0
1274,1000000,10.04
1275,1000000,0.0
1276,1000000,0.0
1277,1000000,0.0
1278,1000000,0.33
1279,1000000,0.0
1280,1000000,0.0
1281,1000000,0.0
1282,1000000,0.0
1283,1000000,0.0
1284,1000000,0.0
1285,1000000,0.98
1286,1000000,0.0
1287,1000000,0.0
1288,1000000,0.6
1289,1000000,0.0
1290,1000000,0.42
1291,1000000,0.0
1292,1000000,0.0
1293,1000000,0.0
1294,1000000,0.0
1295,1000000,0.0
1296,1000000,0.0
1297,1000000,0.09
1298,1000000,0.0
1299,1000000,0.0
1300,1000000,1.16
1301,1000000,0.0
1302,1000000,0.0
1303,1000000,0.0
1304,1000000,0.8
1305,1000000,0.0
1306,1000000,0.0
1307,1000000,0.0
1308,1000000,0.0
1309,1000000,0.14
1310,1000000,0.0
1311,1000000,0.0
1312,1000000,0.0
1313,1000000,0.0
1314,1000000,0.09
1315,1000000,1.96
1316,1000000,0.0
1317,1000000,0.0
1318,1000000,0.0
1319,1000000,0.0
1320,1000000,0.0
1321,1000000,0.09
1322,1000000,0.0
1323,1000000,0.0
1324,1000000,0.0
1325,1000000,0.0
1326,1000000,0.0
1327,1000000,0.0
1328,1000000,1.35
1329,1000000,0.23
1330,1000000,0.0
1331,1000000,1.96
1332,1000000,0.0
1333,1000000,0.0
1334,1000000,0.23
1335,1000000,0.0
1336,1000000,0.0
1337,1000000,0.19
1338,1000000,0.28
1339,1000000,1.3
1340,1000000,0.22
1341,1000000,0.0
1342,1000000,0.0
1343,1000000,0.0
1344,1000000,0.0
1345,1000000,0.09
1346,1000000,0.0
1347,1000000,0.0
1348,1000000,0.0
1349,1000000,0.71
1350,1000000,0.0
1351,1000000,0.0
1352,1000000,0.0
1353,1000000,0.0
1354,1000000,0.09
1355,1000000,6.98
1356,1000000,0.82
1357,1000000,0.71
1358,1000000,0.23
1359,1000000,2.51
1360,1000000,0.0
1361,1000000,0.19
